16438,-6521010
8447,-12306107
16568,-3951749
8395,-5867098
49175,-10461088
12415,-7697344
20707,-8618893
49158,-1
12321,-9804193
24827,-2792050
32834,-8885418
20675,-6918834
49284,-1
16570,-12769518
49338,-12769518
4151,-1
124,-8955593
49248,-8495827
16385,-4737095
20608,-2830956
185,-6656435
49203,-2847180
32978,-8820318
40966,-1
16577,-10400975
49186,-9804193
12538,-12378592
70,-8553091
39,-1
43,-6316129
16455,-6052957
28831,-13030877
20498,-9145228
28807,-3951749
45182,-6656435
4200,-1
12393,-1
72,-6521010
213,-7978727
8437,-9621352
57493,-5861750
245,-9621352
4192,-8495827
45216,-13481039
20481,-8223869
37061,-12506089
53374,-12769518
12316,-8886951
12446,-10461088
28817,-12566721
28867,-6918834
53391,-6521010
12,-2370656
16515,-1
53408,-10125774
53399,-8227746
49303,-8227746
61591,-8227746
57495,-8227746
8360,-12888245
45207,-8227746
41111,-8227746
28682,-2594790
37058,-3358066
32778,-2594790
36874,-2594790
45100,-8750470
45073,-11058406
149,-6844275
4281,-6656435
37049,-6656435
16419,-473817
4186,-10941248
110,-9477271
8282,-10941248
12437,-6844275
16437,-6521010
143,-6521010
16544,-1776590
4165,-8816522
171,-1446676
49169,-10071759
8425,-7594210
12508,-1414648
227,-8618893
32802,-8228004
20700,-1414648
16484,-4840156
12387,-7509421
20634,-12763843
32837,-8816522
12523,-4401974
16582,-2308659
40987,-6657978
53407,-11775190
36919,-1
37007,-6521010
61451,-2594790
4290,-3358066
53259,-2594790
57355,-2594790
45067,-2594790
49163,-2594790
32845,-8553091
4260,-12769518
61627,-5678285
40971,-2594790
57399,-1
135,-3951749
20549,-8816522
36963,-7509421
24726,-6714747
12405,-9410206
4233,-5471124
16,-9211021
57370,-6521010
8328,-6656435
20640,-8467688
45193,-5734037
16567,-10007250
12374,-4164075
16635,-1003755
56,-8287089
154,-12763843
4293,-12506089
113,-13887974
32823,-1
242,-11314595
53398,-5861750
40995,-8836436
32806,-1
52,-15063247
12445,-9940153
8323,-1
8245,-6521010
20485,-12769518
41170,-8820312
8442,-12378592
20579,-7509421
16615,-9813469
20676,-6596554
20691,-8349041
16448,-7969486
32868,-4840156
41041,-1
45137,-1
41097,-5734037
49233,-1
53329,-1
57425,-1
66,-8819624
61521,-1
20594,-13887974
49181,-9804193
134,-10007250
16559,-1
20605,-12769518
41054,-6189943
8419,-8618893
12515,-8618893
41003,-6521010
16547,-5678285
36959,-11763815
45307,-13881713
1,-8553091
8390,-2308659
24642,-8885418
8355,-5678285
32900,-1
24759,-10007250
12530,-11314595
53282,-9804193
20713,-7594210
16551,-3684409
8427,-4401974
12311,-10461088
67,-8750470
86,-4164075
4131,-1018349
167,-3684409
28806,-10007250
161,-7895161
36990,-10007250
53266,-9145228
41178,-10395295
8269,-8553091
24611,-1208916
45079,-10461088
26,-6521010
49336,-3951749
58,-9746646
4216,-6707328
28780,-7183530
8300,-7183530
16520,-6656435
41110,-6190717
24760,-3951749
12483,-6918834
8412,-1414648
36915,-2847180
107,-6521010
41105,-12566721
24762,-12769518
49335,-10007250
8285,-7172981
16607,-476131
88,-11255757
28741,-8816522
32864,-8495827
211,-8481140
57511,-3684409
12521,-7594210
4343,-8951211
20731,-10573800
45308,-12170842
38,-1
57444,-4840156
36995,-1
36899,-15365743
16636,-1521866
16587,-5867098
8326,-10007250
4324,-15435385
8220,-8886951
12331,-8750470
40986,-6521010
12364,-1
41117,-7515834
8278,-4164075
4122,-6521010
41154,-3358066
20531,-2847180
16538,-12763843
16461,-8553091
28781,-8750470
20705,-1672803
173,-15592942
4173,-8553091
45214,-10461088
49221,-8816522
4166,-8553091
61509,-8816522
8414,-13524012
20523,-8750470
97,-8553091
4264,-10248049
0,-16777216
8298,-9474193
44,-6316129
41157,-12506089
57529,-6656435
37075,-8282222
20732,-8536791
41120,-8503631
4318,-13524012
33,-10461088
20678,-2308659
16554,-6458350
153,-8563633
170,-5731568
32938,-6458350
57,-10363947
36881,-13820916
28808,-6656435
37115,-15370360
8195,-10862820
37,-1
57503,-7389906
225,-1672803
4168,-6521010
61483,-1250846
4108,-5679071
8261,-8816522
180,-5876451
4195,-7509421
4346,-12378592
24736,-950620
187,-5678285
4351,-12240570
6,-1
8306,-13887974
32917,-6190717
20625,-12566721
4341,-9621352
20551,-6052957
95,-1
179,-5876451
28743,-6052957
36882,-9145228
24740,-12769518
32913,-12566721
12406,-12763843
28777,-1
8310,-12763843
4214,-12763843
118,-12763843
16401,-10071759
53277,-9804193
16509,-5678285
22,-14269559
61571,-1
32962,-3358066
220,-1414648
158,-10461088
16444,-9221331
12348,-9221331
20711,-9813469
8252,-9221331
4156,-9221331
60,-9221331
8209,-4675975
37024,-11829608
28732,-11851763
28778,-9474193
8415,-476131
24636,-9221331
20540,-9221331
4338,-11314595
49170,-7895161
16580,-6596554
235,-4401974
250,-12378592
57504,-6802894
4331,-4401974
36890,-6521010
4256,-2654670
10,-2594790
4106,-2594790
8202,-2594790
12298,-2594790
16394,-2594790
20490,-2594790
24586,-2594790
247,-8951211
28822,-6714747
53292,-8750470
133,-11413131
182,-5876451
8439,-8951211
37021,-7515834
53254,-1
109,-8750470
16428,-7183530
49301,-5861750
12452,-12769518
45107,-2847180
8292,-4840156
16617,-7594210
51,-2847180
53355,-6521010
61536,-8495827
37014,-6190717
32794,-6521010
16512,-2830956
16478,-6189943
160,-65794
36897,-10461088
12511,-476131
4134,-1
4099,-8956613
4191,-2588877
28789,-9410206
49370,-10395295
24671,-884827
12459,-12931111
147,-398258
16516,-1
8339,-398258
4243,-398258
16531,-398258
12435,-398258
24723,-398258
20627,-398258
32915,-398258
12475,-5678285
4328,-11574241
28819,-398258
37011,-398258
8351,-6989716
32984,-2040632
190,-6656435
216,-3290703
16600,-2040632
8287,-5092136
53344,-8495827
4253,-9940153
16460,-1
53433,-6656435
20630,-6714747
20534,-6521010
20588,-7183530
16389,-5678285
25,-10206414
20666,-12769518
230,-13947508
28771,-7509421
74,-8098965
24668,-4156283
20572,-4156283
32949,-5876451
16476,-4156283
12380,-4156283
8284,-4156283
16519,-3951749
20541,-10461088
4188,-4156283
92,-2705748
20584,-1
20514,-9804193
53458,-8820312
45162,-9474193
24770,-3358066
100,-3495048
12394,-9474193
41053,-7172981
16611,-8618893
198,-2308659
20546,-8819624
4203,-6521010
4347,-2072320
28852,-6139365
32875,-6521010
8223,-1
8297,-1
28924,-11775660
45241,-6656435
8342,-6844275
61623,-10007250
20577,-9013642
16518,-10007250
20710,-13947508
4210,-13887974
251,-3156522
12520,-11574241
49339,-5678285
49185,-9804193
12455,-3684409
8221,-9804193
41103,-6521010
41004,-6521010
41145,-6656435
16548,-12769518
28832,-11842741
24594,-7895161
61546,-9474193
4320,-10245097
49306,-12763843
37031,-3684409
4101,-10007250
4115,-6250945
8301,-8750470
162,-6661312
37009,-12566721
53,-6521010
226,-13157826
4348,-1866977
4202,-9474193
45213,-7515834
12518,-13947508
98,-8750470
157,-9940153
32939,-7434618
8259,-8750470
35,-1446676
4254,-11119018
45062,-1
45090,-9804193
16479,-1710797
24690,-13887974
4344,-9073085
13,-8487814
12471,-10007250
12472,-3951749
57387,-13887974
12539,-14448186
12448,-10118953
32797,-10461088
16453,-8816522
53354,-9474193
57515,-6281438
37051,-5678285
8424,-11574241
163,-5678285
12474,-12769518
53342,-6189943
12527,-1392552
4189,-7172981
32929,-7895161
20706,-13157826
103,-6842076
189,-3951749
30,-2302756
8253,-10461088
8288,-8495827
28786,-13887974
222,-13524012
116,-10010565
20576,-8495827
165,-8861595
20683,-5867098
41212,-8177743
34,-8228004
16450,-8819624
28839,-3684409
53380,-1
8320,-2436450
12386,-9013642
12339,-2847180
41029,-8816522
61589,-5861750
4213,-9410206
20486,-1
36898,-7499165
8296,-1
32953,-6656435
41153,-10400975
8242,-1
28835,-5678285
45253,-12506089
16445,-10461088
61624,-3951749
28843,-12696505
194,-3358066
4314,-10066587
40994,-9804193
8318,-3951749
16612,-15435385
16483,-7509421
4267,-1018349
41146,-12769518
20513,-9804193
4319,-476131
53303,-1
203,-5867098
41131,-8836436
45242,-12769518
199,-10470560
12418,-15461859
41118,-10461088
28725,-6521010
4235,-9995929
32874,-9474193
32774,-1
57439,-6737101
69,-8816522
37074,-8688725
16618,-15132387
16594,-8754522
244,-13339011
205,-5867098
232,-11574241
8436,-13339011
4316,-1414648
4325,-7642997
12352,-7969486
12385,-9275542
17,-6652595
16521,-5799572
8422,-13947508
32796,-7775152
45163,-6521010
45120,-7969486
16422,-1
41067,-6521010
32862,-6189943
20702,-13524012
12524,-6646949
8218,-6521010
24683,-6521010
28779,-6521010
53299,-2847180
4205,-8750470
114,-13887974
41127,-3684409
16418,-9804193
12402,-13887974
61458,-7238010
4317,-5425501
40,-1
5,-6521010
20712,-11574241
53410,-13359081
24739,-5678285
99,-3495048
36991,-7253986
4294,-2308659
4342,-13680501
4291,-6918834
28716,-1250846
8378,-12769518
20639,-9997004
16493,-8750470
20610,-15461859
8312,-6707328
32791,-10461088
4275,-5876451
93,-7172981
49362,-8820312
8347,-1514019
24629,-6521010
61523,-1
57427,-1
4139,-2436450
32954,-12769518
12481,-10400975
8376,-3951749
24645,-8816522
192,-5678285
8210,-7895161
53331,-1
49235,-1
45139,-1
41043,-1
8375,-10007250
8247,-1
41024,-7969486
8423,-9813469
12486,-2308659
12506,-10395295
8377,-6656435
16604,-1414648
20533,-6521010
4280,-3951749
12517,-7642997
8216,-2436450
45206,-6190717
4258,-11649495
12357,-8816522
12510,-13524012
61457,-11058406
8363,-4373325
12499,-8349041
4339,-7297369
20573,-7172981
45223,-3684409
12535,-8951211
12528,-6109897
32911,-6521010
219,-2630435
32839,-6052957
8256,-7969486
20643,-5678285
12293,-6656435
28690,-7238010
210,-8820318
55,-1
28,-8886951
28868,-6596554
49196,-7183530
24672,-8495827
32973,-5867098
