16438,-9808846
8447,-12635327
16568,-9021387
8395,-5867098
49175,-10529718
12415,-9223148
20707,-7434867
49158,-1
12321,-10200502
24827,-2792563
32834,-11186359
20675,-10798818
49284,-1
16570,-9021387
49338,-9021387
4151,-1
124,-5069739
49248,-10396088
16385,-4210750
20608,-1122922
185,-10470114
49203,-2122975
32978,-11451799
40966,-1
16577,-13031404
49186,-10266295
12538,-11984347
70,-6317674
39,-1
43,-6317674
16455,-11448252
28831,-12965340
20498,-9340576
28807,-4747694
45182,-9748447
4200,-1
12393,-1
72,-10137551
213,-4304094
8437,-9293411
57493,-6912124
245,-9293411
4192,-10067125
45216,-12627032
20481,-8620435
37061,-14016750
53374,-13754094
12316,-10462119
12446,-10529718
28817,-12434878
28867,-10798818
53391,-9477550
12,-661066
16515,-1
53408,-9995205
53399,-8291732
49303,-8291732
61591,-8291732
57495,-8291732
8360,-14006984
45207,-8291732
41111,-8291732
28682,-97792
37058,-4479343
32778,-97792
36874,-97792
45100,-10067619
45073,-11255014
149,-7043197
4281,-10470114
37049,-10470114
16419,-3030499
4186,-8244038
110,-7507327
8282,-8244038
12437,-7043197
16437,-9808846
143,-9477550
16544,-2895045
4165,-9477550
171,-1250068
49169,-10794965
8425,-5419701
12508,-4758224
227,-7434867
32802,-10266295
20700,-4758224
16484,-4574162
12387,-7377836
20634,-14277082
32837,-9477550
12523,-5255222
16582,-8627138
40987,-8888002
53407,-11775190
36919,-1
37007,-9477550
61451,-97792
4290,-5274283
53259,-97792
57355,-97792
45067,-97792
49163,-97792
32845,-9477550
4260,-13754094
61627,-8825291
40971,-97792
57399,-1
135,-4747694
20549,-9477550
36963,-7377836
24726,-7043197
12405,-9214392
4233,-11712201
16,-9804446
57370,-9808846
8328,-9748447
20640,-8470999
45193,-11712201
16567,-10470114
12374,-3515368
16635,-1135340
56,-8288637
154,-14277082
4293,-14016750
113,-14282475
32823,-1
242,-11117216
53398,-6912124
40995,-8638528
32806,-1
52,-9935283
12445,-11252150
8323,-1
8245,-9808846
20485,-13754094
41170,-11451799
8442,-11984347
20579,-7377836
16615,-8625583
20676,-8433354
20691,-12363449
16448,-11123670
32868,-4574162
41041,-1
45137,-1
41097,-11712201
49233,-1
53329,-1
57425,-1
66,-11252152
61521,-1
20594,-13888231
49181,-10200502
134,-11586279
16559,-1
20605,-13754094
41054,-6912124
8419,-7434867
12515,-7434867
41003,-9808846
16547,-8105932
36959,-11305324
45307,-13947508
1,-8817808
8390,-8627138
24642,-11186359
8355,-8105932
32900,-1
24759,-10470114
12530,-11117216
53282,-10266295
20713,-5419701
16551,-10396088
8427,-5255222
12311,-10529718
67,-10067619
86,-3515368
4131,-1542101
167,-10067125
28806,-11586279
161,-8092540
36990,-11586279
53266,-9340576
41178,-8948879
8269,-9477550
24611,-2654313
45079,-10529718
26,-9808846
49336,-9021387
58,-3291988
4216,-6575227
28780,-8174284
8300,-8174284
16520,-9748447
41110,-6912124
24760,-9021387
12483,-10798818
8412,-4758224
36915,-2122975
107,-8825291
41105,-12566464
24762,-9021387
49335,-10470114
8285,-7043197
16607,-5463242
88,-13490914
28741,-9477550
32864,-10067125
211,-12363449
57511,-10396088
12521,-5419701
4343,-8623531
20731,-10639336
45308,-11776081
38,-1
57444,-4574162
36995,-1
36899,-14058337
16636,-1191361
16587,-5867098
8326,-11586279
4324,-12880240
8220,-10462119
12331,-10067619
40986,-9808846
12364,-1
41117,-10924470
8278,-3515368
4122,-9808846
41154,-4479343
20531,-2122975
16538,-14277082
16461,-9477550
28781,-8619399
20705,-3770993
173,-16250872
4173,-9477550
45214,-10529718
49221,-9477550
4166,-6317674
61509,-9477550
8414,-10912587
20523,-8619399
97,-8817808
4264,-11628419
0,0
8298,-7961473
44,-6317674
41157,-14016750
57529,-10470114
37075,-12363449
20732,-7092177
41120,-8501080
4318,-10912587
33,-10067879
20678,-8627138
16554,-4614849
153,-11066847
170,-3825877
32938,-4614849
57,-8744318
36881,-14083576
28808,-9748447
37115,-15436410
8195,-13555429
37,-1
57503,-7324369
225,-3770993
4168,-10137551
61483,-1250588
4108,-3899575
8261,-9477550
180,-3964856
4195,-7377836
4346,-11984347
24736,-2195810
187,-8825291
4351,-12372154
6,-1
8306,-13888231
32917,-6912124
20625,-12434878
4341,-9293411
20551,-11448252
95,-723724
179,-3964856
28743,-11448252
36882,-9340576
24740,-13754094
32913,-12566464
12406,-14540254
28777,-1
8310,-14540254
4214,-14540254
118,-14540254
16401,-10794965
53277,-10200502
16509,-8105932
22,-14535288
61571,-1
32962,-4479343
220,-4758224
158,-10529718
16444,-10732249
12348,-10732249
20711,-8625583
8252,-10732249
4156,-10732249
60,-10732249
8209,-6059947
37024,-11305324
28732,-11587043
28778,-7961473
8415,-5463242
24636,-10732249
20540,-10732249
4338,-11117216
49170,-7631989
16580,-8433354
235,-5255222
250,-11984347
57504,-7061697
4331,-5255222
36890,-9808846
4256,-3704007
10,-97792
4106,-97792
8202,-97792
12298,-97792
16394,-97792
20490,-97792
24586,-97792
247,-8623531
28822,-7043197
53292,-8619399
133,-11234204
182,-3964856
8439,-8623531
37021,-10924470
53254,-1
109,-8619399
16428,-8174284
49301,-6912124
12452,-13754094
45107,-2122975
8292,-4574162
16617,-5419701
51,-2122975
53355,-8825291
61536,-10396088
37014,-6912124
32794,-9808846
16512,-1122922
16478,-6912124
160,-723724
36897,-11516618
12511,-5463242
4134,-1
4099,-10861521
4191,-3704007
28789,-9214392
49370,-8948880
24671,-2195810
12459,-11372083
147,-2705619
16516,-1
8339,-2705619
4243,-2705619
16531,-2705619
12435,-2705619
24723,-2705619
20627,-2705619
32915,-2705619
12475,-8825291
4328,-10325431
28819,-2705619
37011,-2705619
8351,-6858643
32984,-2896712
190,-10470114
216,-3685970
16600,-2896712
8287,-5745720
53344,-10396088
4253,-11252150
16460,-1
53433,-10470114
20630,-7043197
20534,-9808846
20588,-8174284
16389,-8105932
25,-11587045
20666,-9021387
230,-10984781
28771,-7377836
74,-8230554
24668,-6387060
20572,-6387060
32949,-3964856
16476,-6387060
12380,-6387060
8284,-6387060
16519,-4747694
20541,-10529718
4188,-6387060
92,-6387060
20584,-1
20514,-10266295
53458,-11451799
45162,-7961473
24770,-5274283
100,-3496854
12394,-7961473
41053,-7043197
16611,-7434867
198,-8627138
20546,-11252152
4203,-8825291
4347,-2204160
28852,-5151435
32875,-8825291
8223,-1
8297,-1
28924,-10789276
45241,-10470114
8342,-7043197
61623,-10470114
20577,-9146000
16518,-11586279
20710,-10984781
4210,-13888231
251,-3156522
12520,-10325431
49339,-8825291
49185,-10200502
12455,-10067125
8221,-10266295
41103,-9477550
41004,-9808846
41145,-10470114
16548,-13754094
28832,-11645362
24594,-8092540
61546,-7961473
4320,-12672717
49306,-14277082
37031,-10067125
4101,-11586279
4115,-5525948
8301,-8619399
162,-7251391
37009,-12566464
53,-9808846
226,-12040634
4348,-1535713
4202,-7961473
45213,-10924470
12518,-10984781
98,-8619399
157,-11252150
32939,-7826798
8259,-10067619
35,-1250068
4254,-10397358
45062,-1
45090,-10266295
16479,-2895045
24690,-13888231
4344,-8809661
13,-7306109
12471,-10470114
12472,-9021387
57387,-13888231
12539,-14382905
12448,-10121017
32797,-10067879
16453,-9477550
53354,-7961473
57515,-6674139
37051,-8825291
8424,-10325431
163,-8105932
12474,-9021387
53342,-6912124
12527,-1458345
4189,-7043197
32929,-8092540
20706,-12040634
103,-16685793
189,-9086411
30,-1
8253,-10529718
8288,-10067125
28786,-13888231
222,-10912587
116,-7057343
20576,-10396088
165,-9717929
20683,-5867098
41212,-6995524
34,-10266295
16450,-11252152
28839,-10396088
53380,-1
8320,-858450
12386,-9146000
12339,-2122975
41029,-9477550
61589,-6912124
4213,-9214392
20486,-1
36898,-10266295
8296,-1
32953,-10470114
41153,-12965611
8242,-1
28835,-8105932
45253,-14016750
16445,-10529718
61624,-9021387
28843,-12566464
194,-5274283
4314,-9278358
40994,-10266295
8318,-4747694
16612,-12880240
16483,-7377836
4267,-1542101
41146,-9021387
20513,-10200502
4319,-5463242
53303,-1
203,-5867098
41131,-8638528
45242,-9021387
199,-13952449
12418,-14410192
41118,-10529718
28725,-9808846
4235,-10658479
32874,-7961473
32774,-1
57439,-7061697
69,-9477550
37074,-11451799
16618,-13619409
16594,-11451799
244,-13601926
205,-5867098
232,-10325431
8436,-13601926
4316,-4758224
4325,-8103548
12352,-11123670
12385,-9210257
17,-6193072
16521,-11712201
8422,-10984781
32796,-10068903
45163,-8825291
45120,-10992085
16422,-1
41067,-8825291
32862,-6912124
20702,-10912587
12524,-7235998
8218,-9808846
24683,-8825291
28779,-8825291
53299,-2122975
4205,-8619399
114,-13888231
41127,-10067125
16418,-10266295
12402,-13888231
61458,-8817041
4317,-6007125
40,-1
5,-9808846
20712,-10325431
53410,-13161959
24739,-8105932
99,-3496854
36991,-9223148
4294,-8627138
4342,-13352305
4291,-10798818
28716,-1250588
8378,-9021387
20639,-9865419
16493,-8619399
20610,-14410192
8312,-6443642
32791,-10529718
4275,-3964856
93,-7043197
49362,-11451799
8347,-1448225
24629,-9808846
61523,-1
57427,-1
4139,-858450
32954,-9021387
12481,-13031404
8376,-9021387
